Company Code,Account,Document Type,Posting Date,Document Date,Amount in doc. curr.,Document currency,Amount in local currency,Local Currency,Text/Billing doc,Assignment,Posting period,Fiscal Year,Document Header Text,Clearing Doc,Action,AR Comments,Aging,Aging Bucket,Sign,CountIf,Reference,SD Doc,Status,Cnxd,VBAK PO,BSID - Account,BSID Doc,BSID Amount ,Diff.,USD Diff,Diff. %,ZAR_PAY_REPORT
Europe,101071,DC,1/28/2025,1/28/2025,29.99,EUR,31.3,USD,2997732681,T1107,3,2025,PP/IS/20250128,1141414585,clear with OI,clear with OI/write off diff,9,0-10,1,1,2997514217,7149058717,SUCCESS,,,1431893,6505599362,-31.61,-1.62,-1.69,5%,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,22.93,USD,22.93,USD,2678581707,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2678581707,7007667349,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,25.12,USD,25.12,USD,2732508753,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2732508753,7007667349,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,64.04,USD,64.04,USD,2739834986,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2739834986,7151831926,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/28/2025,1/28/2025,56.98,GBP,70.47,USD,2998466598,T1107,3,2025,PP/IS/20250128,1141414586,clear with OI,clear with OI/write off diff,9,0-10,1,1,2996569366,7016243908,SUCCESS,,,1431892,6505975188,-58.03,-1.05,-1.3,2%,Not in Bibit
Europe,101072,DC,1/28/2025,1/28/2025,29.96,GBP,37.05,USD,2997944618,T1107,3,2025,PP/IS/20250128,1141414586,clear with OI,clear with OI/write off diff,9,0-10,1,1,2997164137,7178828295,SUCCESS,,,1431892,6505705262,-31.58,-1.62,-2,5%,Not in Bibit
Europe,101072,DC,1/28/2025,1/28/2025,12.22,GBP,15.11,USD,2995834074,T1107,3,2025,PP/IS/20250128,cleared,clear with OI,clear with OI ,9,0-10,1,1,2997422581,7156709141,SUCCESS,,,1431892,6505978808,-12.22,0,0,0%,Not in Bibit
Europe,101072,DC,1/28/2025,1/28/2025,403.06,GBP,498.46,USD,2997919837,T1107,3,2025,PP/IS/20250128,cleared,clear with OI,clear with OI ,9,0-10,1,1,2997541941,7192231918,SUCCESS,,,1431892,6505692924,-403.06,0,0,0%,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,22.06,USD,22.06,USD,2752597115,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2752597115,7152757662,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,25.12,USD,25.12,USD,2759462042,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2759462042,7007667349,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,64.04,USD,64.04,USD,2767070409,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2767070409,7151831926,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,22.06,USD,22.06,USD,2779904273,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2779904273,7152757662,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,25.12,USD,25.12,USD,2786765691,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2786765691,7007667349,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/28/2025,1/28/2025,64.04,USD,64.04,USD,2794447393,T1107,3,2025,PP/IS/20250128,106379640,write off,manual refund,9,0-10,1,1,2794447393,7151831926,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,24.19,EUR,25.24,USD,2754453278,T1107,3,2025,PP/IS/20250129,104823113,write off,manual refund,8,0-10,1,1,2754453278,7153941422,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,24.19,EUR,25.24,USD,2781756302,T1107,3,2025,PP/IS/20250129,104823113,write off,manual refund,8,0-10,1,1,2781756302,7153941422,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,23.99,GBP,29.67,USD,2733048392,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2733048392,7146858389,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,29.96,GBP,37.05,USD,2736513037,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2736513037,7146525226,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,24.97,GBP,30.88,USD,2741358962,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2741358962,5018734979,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,23.99,GBP,29.67,USD,2760142302,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2760142302,7146858389,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,29.96,GBP,37.05,USD,2763647508,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2763647508,7146525226,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,-65.02,EUR,-67.85,USD,2993646717,T0003,3,2025,PP/IS/20250129,,Request refund,DP - refund in PP,8,0-10,-1,1,2993646717,7092223808,SUCCESS,0,,,,,,,,SETTLEMENT
Europe,101072,DC,1/29/2025,1/29/2025,24.97,GBP,30.88,USD,2768405172,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2768405172,5018734979,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,15.72,EUR,16.4,USD,,T1107,3,2025,PP/IS/20250129,1141414585,clear together,clear together,8,0-10,1,2,,7184961729,,,7184961729,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,23.99,GBP,29.67,USD,2787404338,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2787404338,7146858389,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,29.96,GBP,37.05,USD,2791089621,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2791089621,7146525226,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,24.97,GBP,30.88,USD,2795897917,T1107,3,2025,PP/IS/20250129,104823109,write off,manual refund,8,0-10,1,1,2795897917,5018734979,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,9.83,EUR,10.26,USD,2999382605,T1107,3,2025,PP/IS/20250129,1141414585,clear with OI,clear with OI/write off diff,8,0-10,1,1,2970361488,7145368522,SUCCESS,,,1431893,6506429804,-18.6,-8.77,-9.15,47%,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,68.12,EUR,71.08,USD,2999465741,T1107,3,2025,PP/IS/20250129,1141414585,clear with OI,clear with OI/write off diff,8,0-10,1,1,2997814555,7145249450,SUCCESS,,,1431893,6506480745,-72.05,-3.93,-4.11,5%,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,66.45,EUR,69.34,USD,2998689725,T1107,3,2025,PP/IS/20250129,1141414585,clear with OI,clear with OI/write off diff,8,0-10,1,1,2998136016,7026014397,SUCCESS,,,1431893,6506083721,-70.28,-3.83,-4,5%,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,66.45,EUR,69.34,USD,2999392495,T1107,3,2025,PP/IS/20250129,1141414585,clear with OI,clear with OI/write off diff,8,0-10,1,1,2998370858,7102293011,SUCCESS,,,1431893,6506435703,-70.28,-3.83,-4,5%,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,66.45,EUR,69.34,USD,2999397265,T1107,3,2025,PP/IS/20250129,1141414585,clear with OI,clear with OI/write off diff,8,0-10,1,1,2998395565,7061973887,SUCCESS,,,1431893,6506437614,-70.28,-3.83,-4,5%,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,56.98,GBP,70.47,USD,2999480859,T1107,3,2025,PP/IS/20250129,1141414586,clear with OI,clear with OI/write off diff,8,0-10,1,1,2997726352,7174980267,SUCCESS,,,1431892,6506487689,-60.26,-3.28,-4.05,5%,Not in Bibit
Europe,101072,DC,1/29/2025,1/29/2025,16.24,GBP,20.08,USD,2999471495,T1107,3,2025,PP/IS/20250129,1141414586,clear with OI,clear with OI/write off diff,8,0-10,1,1,2997839221,7149277582,SUCCESS,,,1431892,6506484484,-17.17,-0.93,-1.15,5%,Not in Bibit
Europe,101077,DC,1/29/2025,1/29/2025,1495,PHP,25.55,USD,2797579699,T1107,3,2025,PP/IS/20250129,104823111,write off,manual refund,8,0-10,1,1,2797579699,7137301120,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,21.64,USD,21.64,USD,2735097579,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2735097579,7140035979,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,21.24,USD,21.24,USD,2737354297,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2737354297,7048603409,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,10.79,USD,10.79,USD,2738333292,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2738333292,7101872804,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,20.99,USD,20.99,USD,2745937413,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2745937413,7118949561,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,59.99,USD,59.99,USD,2752307645,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2752307645,7146029777,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,24.37,USD,24.37,USD,2755272972,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2755272972,7156926414,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,21.64,USD,21.64,USD,2762106945,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2762106945,7140035979,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,21.24,USD,21.24,USD,2764475389,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2764475389,7048603409,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,10.79,USD,10.79,USD,2765464807,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2765464807,7101872804,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101077,DC,1/29/2025,1/29/2025,-38.76,NZD,-22.02,USD,2999480897,T0003,3,2025,PP/IS/20250129,cleared,clear with OI,clear with OI ,8,0-10,-1,1,2992243955,7190383464,SUCCESS,,,1417722,6502882309,38.76,0,-0.32,0%,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,20.99,USD,20.99,USD,2773169031,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2773169031,7118949561,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,59.99,USD,59.99,USD,2779585059,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2779585059,7146029777,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,24.37,USD,24.37,USD,2782610201,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2782610201,7156926414,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,79.99,USD,79.99,USD,2782691763,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2782691763,7157905078,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,21.64,USD,21.64,USD,2789476269,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2789476269,7140035979,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,21.24,USD,21.24,USD,2791885509,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2791885509,7048603409,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,10.79,USD,10.79,USD,2792904750,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2792904750,7101872804,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,22.99,USD,22.99,USD,2800629691,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2800629691,7118949561,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,165.97,USD,165.97,USD,2944621641,T1107,3,2025,PP/IS/20250129,106379640,write off,manual refund,8,0-10,1,1,2944621641,7184805781,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/31/2025,1/31/2025,344.6,EUR,359.6,USD,2757686692,T1107,3,2025,PP/IS/20250131,104823113,write off,manual refund,6,0-10,1,1,2757686692,7012375378,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/31/2025,1/31/2025,19.97,GBP,24.7,USD,2758283484,T1107,3,2025,PP/IS/20250131,104823109,write off,manual refund,6,0-10,1,1,2758283484,7135743551,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/31/2025,1/31/2025,21.24,USD,21.24,USD,2757407035,T1107,3,2025,PP/IS/20250131,106379640,write off,manual refund,6,0-10,1,1,2757407035,7064913559,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,1/31/2025,1/31/2025,21.24,USD,21.24,USD,2784750138,T1107,3,2025,PP/IS/20250131,106379640,write off,manual refund,6,0-10,1,1,2784750138,7064913559,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,2/1/2025,2/1/2025,29.4,EUR,30.63,USD,2952744496,T1107,3,2025,PP/IS/20250201,104823113,write off,manual refund,5,0-10,1,1,2952744496,56907705,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,2/3/2025,2/3/2025,316.42,EUR,329.67,USD,2756026900,T1107,3,2025,PP/IS/20250203,104823113,write off,manual refund,3,0-10,1,1,2756026900,5021998599,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,2/3/2025,2/3/2025,23.99,GBP,29.84,USD,2757109276,T1107,3,2025,PP/IS/20250203,104823109,write off,manual refund,3,0-10,1,1,2757109276,7154223848,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,2/3/2025,2/3/2025,23.99,GBP,29.84,USD,2784548833,T1107,3,2025,PP/IS/20250203,104823109,write off,manual refund,3,0-10,1,1,2784548833,7154223848,SUCCESS,0,,,,,,,,Not in Bibit
US,101053,DC,2/3/2025,2/3/2025,19.99,USD,19.99,USD,2782672494,T1107,3,2025,PP/IS/20250203,106379640,write off,manual refund,3,0-10,1,1,2782672494,7146410911,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101071,DC,1/13/2025,1/13/2025,-33.5,EUR,-34.57,USD,,T0006,2,2025,PP/IS/20250113,104823112,write off,Pavana - refunded,24,21-30,-1,1,,#N/A,,,,,,,,,,Not in Bibit
US,101053,DC,1/29/2025,1/29/2025,54.99,USD,54.99,USD,2998464508,T1107,3,2025,PP/IS/20250129,1133697056,clear with OI,clear with OI/write off diff,8,0-10,1,1,2589312168,5011171769,SUCCESS,,,1450444,6635104410,-59.39,-4.4,-4.4,7%,Not in Bibit
US,101326,DC,1/13/2025,1/13/2025,-49,MXN,-2.4,USD,,T0006,2,2025,PP/IS/20250113,106379639,write off,Pavana - refunded,24,21-30,-1,1,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,1/30/2025,1/30/2025,15.12,EUR,15.78,USD,2999617469,T1107,3,2025,PP/IS/20250130,1141414585,clear with OI,clear with OI/write off diff,7,0-10,1,1,2987921249,7065655392,SUCCESS,,,1431893,6506555670,-18.3,-3.18,-3.32,17%,Not in Bibit
Europe,101071,DC,1/30/2025,1/30/2025,1.25,EUR,1.3,USD,2999613234,T1107,3,2025,PP/IS/20250130,1141414585,clear with OI,clear with OI/write off diff,7,0-10,1,1,2997716357,7179180764,SUCCESS,,,1431893,6506553541,-19.34,-18.09,-18.88,94%,Not in Bibit
Europe,101071,DC,1/30/2025,1/30/2025,67.57,EUR,70.51,USD,2999781179,T1107,3,2025,PP/IS/20250130,1141414585,clear with OI,clear with OI/write off diff,7,0-10,1,1,2998842187,7145390090,SUCCESS,,,1431893,6506648485,-71.69,-4.12,-4.3,6%,Not in Bibit
Europe,101071,DC,1/30/2025,1/30/2025,67.01,EUR,69.93,USD,2999790304,T1107,3,2025,PP/IS/20250130,1141414585,clear with OI,clear with OI/write off diff,7,0-10,1,1,2999103982,7103250512,SUCCESS,,,1431893,6506654338,-71.1,-4.09,-4.26,6%,Not in Bibit
Europe,101071,DC,1/30/2025,1/30/2025,-0.76,EUR,-0.79,USD,2999581807,T0003,3,2025,PP/IS/20250130,,no action,less than 10 days,7,0-10,-1,1,2999581807,7179475038,SUCCESS,0,,,,,,,,Not in Bibit
Europe,101072,DC,1/30/2025,1/30/2025,56.98,GBP,70.47,USD,3000050938,T1107,3,2025,PP/IS/20250130,1141414586,clear with OI,clear with OI/write off diff,7,0-10,1,1,2999384582,7067657363,SUCCESS,,,1431892,6506769236,-60.46,-3.48,-4.3,6%,Not in Bibit
Europe,101077,DC,1/30/2025,1/30/2025,-38.76,NZD,-22.02,USD,3000061244,T0003,3,2025,PP/IS/20250130,cleared,clear with OI,clear with OI ,7,0-10,-1,1,2986556641,7189525669,SUCCESS,,,1417722,6500068848,38.76,0,-0.28,0%,Not in Bibit
Europe,101077,DC,1/30/2025,1/30/2025,-44.51,NZD,-25.29,USD,2999773371,T0003,3,2025,PP/IS/20250130,cleared,clear with OI,clear with OI ,7,0-10,-1,1,2999505924,7191498624,SUCCESS,,,1417722,6506506513,44.51,0,0,0%,Not in Bibit
US,101053,DC,1/30/2025,1/30/2025,15.99,USD,15.99,USD,2999751786,T1107,3,2025,PP/IS/20250130,1133697056,clear with OI,clear with OI/write off diff,7,0-10,1,1,2971367927,7145594819,SUCCESS,,,1450444,6635734142,-34.99,-19,-19,54%,Not in Bibit
Europe,101071,DC,1/21/2025,1/21/2025,-23.79,EUR,-24.46,USD,2984122682,T0003,2,2025,PP/IS/20250121,104823112,write off,Settlement reversed/chargeback,16,11-20,-1,1,2984122682,7094405753,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/22/2025,1/22/2025,-15.46,EUR,-15.9,USD,2975429477,T0003,2,2025,PP/IS/20250122,104823112,write off,Settlement reversed/chargeback,15,11-20,-1,1,2975429477,7161430402,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/22/2025,1/22/2025,-11.39,EUR,-11.71,USD,2976043935,T0003,2,2025,PP/IS/20250122,104823112,write off,Settlement reversed/chargeback,15,11-20,-1,1,2976043935,57934088,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/22/2025,1/22/2025,-55.84,EUR,-57.42,USD,2982147722,T0003,2,2025,PP/IS/20250122,104823112,write off,Settlement reversed/chargeback,15,11-20,-1,1,2982147722,7154678243,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/22/2025,1/22/2025,-66.45,EUR,-68.33,USD,2983565767,T0003,2,2025,PP/IS/20250122,104823112,write off,Settlement reversed/chargeback,15,11-20,-1,1,2983565767,5005758971,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/22/2025,1/22/2025,-55.84,EUR,-57.42,USD,2984526015,T0003,2,2025,PP/IS/20250122,104823112,write off,Settlement reversed/chargeback,15,11-20,-1,1,2984526015,7095248472,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/31/2025,1/31/2025,29.99,EUR,31.3,USD,3000712782,T1107,3,2025,PP/IS/20250131,1141414585,clear with OI,clear with OI/write off diff,6,0-10,1,1,2972237475,7145630217,SUCCESS,,,1431893,6507050586,-55.84,-25.85,-26.97,46%,Not in Bibit
Europe,101071,DC,1/23/2025,1/23/2025,-645.24,EUR,-663.45,USD,2983439200,T0003,2,2025,PP/IS/20250123,104823112,write off,Settlement reversed/chargeback,14,11-20,-1,1,2983439200,5028283723,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
US,101053,DC,1/31/2025,1/31/2025,19.99,USD,19.99,USD,,T1107,3,2025,PP/IS/20250131,1133697056,clear together,clear together,6,0-10,1,2,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,1/26/2025,1/26/2025,-23.79,EUR,-24.83,USD,2983462960,T0003,3,2025,PP/IS/20250126,104823112,write off,Settlement reversed/chargeback,11,11-20,-1,1,2983462960,5028809225,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/26/2025,1/26/2025,-38.98,EUR,-40.68,USD,2983578306,T0003,3,2025,PP/IS/20250126,104823112,write off,Settlement reversed/chargeback,11,11-20,-1,1,2983578306,7142253772,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
US,101053,DC,1/31/2025,1/31/2025,5.13,USD,5.13,USD,3001011888,T1107,3,2025,PP/IS/20250131,1133697056,clear with OI,clear with OI/write off diff,6,0-10,1,1,3000979175,7188246716,SUCCESS,,,1450444,6636376518,-39.08,-33.95,-33.95,87%,Not in Bibit
US,101325,DC,1/31/2025,1/31/2025,29.99,CAD,20.9,USD,,T1107,3,2025,PP/IS/20250131,,no action,less than 10 days,6,0-10,1,1,2963966452,7187513028,SUCCESS,,7187513028,1542049,6617840180,-33.89,-3.9,-2.98,12%,Not in Bibit
Europe,101071,DC,1/27/2025,1/27/2025,-19.34,EUR,-20.18,USD,2976191184,T0003,3,2025,PP/IS/20250127,104823112,write off,Settlement reversed/chargeback,10,0-10,-1,1,2976191184,7188911324,SUCCESS,0,7188911324,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/27/2025,1/27/2025,-11.89,EUR,-12.41,USD,2982660879,T0003,3,2025,PP/IS/20250127,104823112,write off,Settlement reversed/chargeback,10,0-10,-1,1,2982660879,7004122577,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,2/1/2025,2/1/2025,9.99,EUR,10.41,USD,3001136919,T1107,3,2025,PP/IS/20250201,1141414585,clear with OI,clear with OI/write off diff,5,0-10,1,1,2991833830,5020873092,SUCCESS,,,1431893,6507306407,-15.52,-5.53,-5.79,36%,Not in Bibit
Europe,101071,DC,2/1/2025,2/1/2025,33.49,EUR,34.89,USD,3001898400,T1107,3,2025,PP/IS/20250201,1141414585,clear with OI,clear with OI/write off diff,5,0-10,1,1,3001104357,7192879351,SUCCESS,,7192879351,1431893,6507693674,-40.52,-7.03,-7.39,17%,Not in Bibit
US,101053,DC,2/1/2025,2/1/2025,-22.99,USD,-22.99,USD,3001829827,T0003,3,2025,PP/IS/20250201,,no action,less than 10 days,5,0-10,-1,1,,7087891020,,,,,,,,,,Not in Bibit
US,101326,DC,2/1/2025,2/1/2025,721.69,MXN,34.97,USD,3001288751,T1107,3,2025,PP/IS/20250201,1133697055,clear with OI,clear with OI/write off diff,5,0-10,1,1,2973004426,7145836075,SUCCESS,,,1544345,6636528975,"-1,388.89",-667.2,-32.92,48%,Not in Bibit
Europe,101071,DC,1/29/2025,1/29/2025,-34.99,EUR,-36.51,USD,2984388878,T0003,3,2025,PP/IS/20250129,104823112,write off,Settlement reversed/chargeback,8,0-10,-1,1,2984388878,7082316942,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,2/2/2025,2/2/2025,-14.62,EUR,-15.23,USD,,T0003,3,2025,PP/IS/20250202,,MBD,order not in ECC,4,0-10,-1,1,,#N/A,,,,,,,,,,Not in Bibit
Europe,101071,DC,2/2/2025,2/2/2025,36.59,EUR,38.12,USD,3002400357,T1107,3,2025,PP/IS/20250202,1141414585,clear with OI,clear with OI/write off diff,4,0-10,1,1,2973573691,7168673751,SUCCESS,,,1431893,6507942497,-68.12,-31.53,-32.85,46%,Not in Bibit
Europe,101072,DC,2/2/2025,2/2/2025,-23.7,CHF,-26.14,USD,3002605502,T0003,3,2025,PP/IS/20250202,1141414584,clear with OI,clear with OI ,4,0-10,-1,1,3000478056,7115903862,SUCCESS,,,1452447,6506947472,23.7,0,0,0%,Not in Bibit
Europe,101077,DC,2/2/2025,2/2/2025,-29.1,NZD,-16.46,USD,3001018491,T0003,3,2025,PP/WO/20250130,,no action,less than 10 days,4,0-10,-1,1,,#N/A,,,,,,,,,,Not in Bibit
Europe,101077,DC,2/2/2025,2/2/2025,-96.83,NZD,-54.78,USD,3002396193,T0003,3,2025,PP/IS/20250202,cleared,clear with OI,clear with OI ,4,0-10,-1,1,3002003377,7184884215,SUCCESS,,,1417722,6507741078,96.83,0,0,0%,Not in Bibit
Europe,101071,DC,1/30/2025,1/30/2025,-11.89,EUR,-12.41,USD,2984270126,T0003,3,2025,PP/IS/20250130,104823112,write off,Settlement reversed/chargeback,7,0-10,-1,1,2984270126,7038024208,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/31/2025,1/31/2025,-25.99,EUR,-27.12,USD,2972621695,T0003,3,2025,PP/IS/20250131,104823112,write off,Settlement reversed/chargeback,6,0-10,-1,1,2972621695,7184788922,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,1/31/2025,1/31/2025,-25.99,EUR,-27.12,USD,2976357549,T0003,3,2025,PP/IS/20250131,104823112,write off,Settlement reversed/chargeback,6,0-10,-1,1,2976357549,7183102509,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,2/2/2025,2/2/2025,-11.89,EUR,-12.39,USD,2984456436,T0003,3,2025,PP/IS/20250202,104823112,write off,Settlement reversed/chargeback,4,0-10,-1,1,2984456436,7121630826,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
Europe,101071,DC,2/3/2025,2/3/2025,-24.43,EUR,-25.45,USD,3002842890,T0003,3,2025,PP/IS/20250203,1141414585,clear with OI,clear with OI/write off diff,3,0-10,-1,1,3002842890,7193148893,SUCCESS,0,7193148893,1431893,6508588333,6.14,-18.29,-19.05,-298%,Not in Bibit
Europe,101071,DC,2/3/2025,2/3/2025,2.4,EUR,2.5,USD,3003195970,T1107,3,2025,PP/IS/20250203,1141414585,clear with OI,clear with OI/write off diff,3,0-10,1,1,3001962290,7138781078,SUCCESS,,,1431893,6508333995,-35.28,-32.88,-34.26,93%,Not in Bibit
Europe,101071,DC,2/3/2025,2/3/2025,-55.84,EUR,-58.18,USD,2976050289,T0003,3,2025,PP/IS/20250203,104823112,write off,Settlement reversed/chargeback,3,0-10,-1,1,2976050289,7045575229,SUCCESS,0,,,,,,,,SETTLEMENT_REVERSED
